Time,X,Y,Z,Yaw,FDHeight
10:28:28.395,0.000000,0.000000,0.000000,0,0.0
10:28:28.445,0.000000,0.000000,0.000000,0,0.0
10:28:28.496,0.000000,0.000000,0.000000,0,0.0
10:28:28.547,0.000000,0.000000,-0.005142,0,0.0
10:28:28.597,0.000000,0.000000,-0.005142,0,0.0
10:28:28.648,0.000000,0.000000,-0.005142,0,0.0
10:28:28.698,0.011935,0.000000,-0.005141,0,0.0
10:28:28.748,0.011935,0.000000,-0.005141,0,0.0
10:28:28.799,0.011935,0.000000,-0.005141,0,0.0
10:28:28.849,0.011935,0.000000,-0.005141,0,0.0
10:28:28.899,0.011935,0.016003,-0.005141,0,0.0
10:28:28.950,0.011935,0.016003,-0.005141,0,0.0
10:28:29.000,0.011935,0.016003,-0.005141,0,0.0
10:28:29.050,0.011935,0.016003,-0.005141,0,0.0
10:28:29.100,0.011935,0.016003,-0.005141,0,0.0
10:28:29.151,0.011935,0.016003,-0.005141,0,0.0
10:28:29.201,0.011935,0.016003,-0.005141,0,0.0
10:28:29.252,0.011935,0.016003,-0.005141,0,0.0
10:28:29.302,0.011935,0.016003,-0.005141,0,0.0
10:28:29.353,0.011936,0.016003,-0.005141,0,0.0
10:28:29.403,0.011936,0.016003,-0.005141,0,0.0
10:28:29.454,0.011936,0.016003,-0.005141,0,0.0
10:28:29.504,0.011936,0.016004,-0.005141,0,0.0
10:28:29.554,0.011936,0.016004,-0.005141,0,0.0
10:28:29.605,0.011936,0.016004,-0.005141,0,0.0
10:28:29.655,0.011936,0.016004,-0.005141,0,0.0
10:28:29.705,0.011936,0.016004,-0.005141,0,0.0
10:28:29.756,0.011936,0.016004,-0.005141,0,0.0
10:28:29.806,0.011936,0.016004,-0.005141,0,0.0
10:28:29.856,0.011936,0.016004,-0.005141,0,0.0
10:28:29.907,0.011936,0.016004,-0.005141,0,0.0
10:28:29.957,0.011936,0.016004,-0.005141,0,0.0
10:28:30.008,0.011936,0.016004,-0.005141,0,0.0
10:28:30.058,0.011936,0.016004,-0.005141,0,0.0
10:28:30.109,0.011936,0.016004,-0.005141,0,0.0
10:28:30.159,0.011936,0.016004,-0.005141,0,0.0
10:28:30.209,0.011936,0.016004,-0.005141,0,0.0
10:28:30.259,0.011936,0.016004,-0.005141,0,0.0
10:28:30.310,0.011936,0.016004,-0.005141,0,0.0
10:28:30.360,0.011933,0.016004,-0.005141,0,0.0
10:28:30.411,0.011933,0.016004,-0.005141,0,0.0
10:28:30.461,0.011933,0.016004,-0.005141,0,0.0
10:28:30.512,0.011933,0.016004,-0.005141,0,0.0
10:28:30.562,0.011933,0.016006,-0.005138,0,0.0
10:28:30.613,0.011933,0.016006,-0.005138,0,0.0
10:28:30.663,0.011933,0.016006,-0.005138,0,0.0
10:28:30.714,0.011933,0.016006,-0.005138,0,0.0
10:28:30.764,0.011933,0.016007,-0.005140,0,0.0
10:28:30.815,0.011933,0.016007,-0.005140,0,0.0
10:28:30.865,0.011933,0.016007,-0.005140,0,0.0
10:28:30.915,0.011933,0.016007,-0.005140,0,0.0
10:28:30.965,0.011933,0.016007,-0.005140,0,0.0
10:28:31.016,0.011933,0.016007,-0.005140,0,0.0
10:28:31.066,0.011933,0.016007,-0.005140,0,0.0
10:28:31.117,0.011933,0.016007,-0.005140,0,0.0
10:28:31.167,0.011933,0.016005,-0.005140,0,0.0
10:28:31.217,0.011933,0.016005,-0.005140,0,0.0
10:28:31.268,0.011933,0.016005,-0.005140,0,0.0
10:28:31.318,0.011897,0.016005,-0.005140,0,0.0
10:28:31.368,0.011897,0.016005,-0.005140,0,0.0
10:28:31.419,0.011897,0.016005,-0.005140,0,0.0
10:28:31.469,0.011897,0.016005,-0.005140,0,0.0
10:28:31.520,0.011897,0.016005,-0.005134,0,0.0
10:28:31.570,0.011897,0.016005,-0.005134,0,0.0
10:28:31.621,0.011897,0.016005,-0.005134,0,0.0
10:28:31.671,0.011897,0.016005,-0.005134,0,0.0
10:28:31.721,0.011886,0.016005,-0.005134,0,0.0
10:28:31.771,0.011886,0.016005,-0.005134,0,0.0
10:28:31.822,0.011886,0.016005,-0.005134,0,0.0
10:28:31.873,0.011886,0.016005,-0.005134,0,0.0
10:28:31.923,0.011943,0.016003,-0.005134,0,0.0
10:28:31.974,0.011943,0.016003,-0.005134,1,0.0
10:28:32.025,0.011943,0.016003,-0.005134,1,0.0
10:28:32.075,0.011943,0.016003,-0.005134,2,0.0
10:28:32.126,0.012868,0.016003,-0.004413,2,0.0
10:28:32.176,0.012868,0.016003,-0.004413,3,0.0
10:28:32.227,0.012868,0.016003,-0.004413,3,0.0
10:28:32.277,0.012868,0.016003,-0.004413,3,0.0
10:28:32.328,0.012718,0.016003,-0.004413,3,0.1
10:28:32.378,0.012718,0.016003,-0.004413,3,0.1
10:28:32.428,0.012718,0.016003,-0.004413,3,0.1
10:28:32.478,0.012718,0.016003,-0.004413,2,0.1
10:28:32.529,0.012664,0.015468,-0.005035,2,0.2
10:28:32.579,0.012664,0.015468,-0.005035,2,0.2
10:28:32.629,0.012664,0.015468,-0.005035,2,0.2
10:28:32.680,0.012664,0.015468,-0.005035,2,0.2
10:28:32.730,-1.392441,0.009599,-0.005035,2,0.3
10:28:32.781,-1.392441,0.009599,-0.005035,2,0.3
10:28:32.831,-1.392441,0.009599,-0.005035,2,0.4
10:28:32.882,-1.392441,0.009599,-0.005035,2,0.4
10:28:32.934,-1.390135,0.009599,-3.235950,2,0.4
10:28:32.984,-1.390135,0.009599,-3.235950,2,0.4
10:28:33.035,-1.390135,0.009599,-3.235950,2,0.5
10:28:33.085,-1.390135,0.009599,-3.235950,2,0.5
10:28:33.136,-1.390135,0.009599,-3.360242,2,0.6
10:28:33.186,-1.390135,0.009599,-3.360242,2,0.6
10:28:33.237,-1.390135,0.009599,-3.360242,2,0.6
10:28:33.287,-1.390135,0.009599,-3.360242,2,0.6
10:28:33.338,-1.390135,0.007522,-3.471310,2,0.7
10:28:33.388,-1.390135,0.007522,-3.471310,2,0.7
10:28:33.438,-1.390135,0.007522,-3.471310,2,0.8
10:28:33.488,-1.390135,0.007522,-3.471310,2,0.8
10:28:33.538,-1.390135,0.007522,-3.471310,2,0.8
10:28:33.588,-1.390135,0.007522,-3.575053,2,0.8
10:28:33.639,-1.390135,0.007522,-3.575053,2,0.8
10:28:33.690,-1.390135,0.007522,-3.575053,2,0.9
10:28:33.740,-1.388679,0.008156,-3.575053,2,0.9
10:28:33.790,-1.388679,0.008156,-3.575053,2,0.9
10:28:33.840,-1.388679,0.008156,-3.575053,2,0.9
10:28:33.892,-1.388679,0.008156,-3.575053,2,1.0
10:28:33.942,-1.388679,0.008156,-3.724324,2,1.0
10:28:33.993,-1.388679,0.008156,-3.724324,2,0.9
10:28:34.043,-1.388679,0.008156,-3.724324,2,1.0
10:28:34.094,-1.388679,0.008156,-3.724324,2,1.0
10:28:34.144,-1.395311,0.009015,-3.751010,2,1.0
10:28:34.194,-1.395311,0.009015,-3.751010,2,1.0
10:28:34.244,-1.395311,0.009015,-3.751010,2,1.0
10:28:34.296,-1.395311,0.009015,-3.751010,2,1.0
10:28:34.346,-1.399605,0.009015,-3.751010,2,1.0
10:28:34.396,-1.399605,0.009015,-3.751010,2,1.0
10:28:34.446,-1.399605,0.009015,-3.751010,2,1.0
10:28:34.497,-1.399605,0.009015,-3.751010,2,1.0
10:28:34.548,-1.403485,0.009002,-3.757891,2,1.0
10:28:34.598,-1.403485,0.009002,-3.757891,2,1.0
10:28:34.649,-1.403485,0.009002,-3.757891,2,1.0
10:28:34.700,-1.403485,0.009002,-3.757891,2,1.0
10:28:34.750,-1.406519,0.010437,-3.757891,2,1.0
10:28:34.800,-1.406519,0.010437,-3.757891,2,1.0
10:28:34.851,-1.406519,0.010437,-3.757891,2,1.0
10:28:34.901,-1.406519,0.010437,-3.757891,2,1.0
10:28:34.952,-1.406391,0.008584,-3.757891,2,1.0
10:28:35.002,-1.406391,0.008584,-3.757891,2,1.0
10:28:35.052,-1.406391,0.008584,-3.757891,2,1.0
10:28:35.102,-1.406391,0.008584,-3.757891,2,1.0
10:28:35.153,-1.406391,0.009229,-3.757891,2,1.0
10:28:35.203,-1.406391,0.009229,-3.757891,2,1.0
10:28:35.253,-1.406391,0.009229,-3.757891,2,1.0
10:28:35.304,-1.406391,0.009229,-3.757891,2,1.0
10:28:35.354,-1.401085,0.009229,-3.757891,2,0.9
10:28:35.405,-1.401085,0.009229,-3.757891,2,0.9
10:28:35.455,-1.401085,0.009229,-3.757891,2,0.9
10:28:35.505,-1.401085,0.009229,-3.757891,2,0.9
10:28:35.556,-1.401010,0.009229,-3.657645,2,0.9
10:28:35.606,-1.401010,0.009229,-3.657645,2,0.9
10:28:35.657,-1.401010,0.009229,-3.657645,2,0.9
10:28:35.707,-1.401010,0.009229,-3.657645,2,0.9
10:28:35.757,-1.399852,0.021953,-3.618343,2,0.9
10:28:35.808,-1.399852,0.021953,-3.618343,2,0.9
10:28:35.858,-1.399852,0.021953,-3.618343,2,0.8
10:28:35.908,-1.395016,0.031044,-3.578830,2,0.8
10:28:35.959,-1.395016,0.031044,-3.578830,2,0.8
10:28:36.010,-1.395016,0.031044,-3.578830,2,0.8
10:28:36.060,-1.395016,0.031044,-3.578830,2,0.8
10:28:36.110,-1.391480,0.031044,-3.578830,2,0.8
10:28:36.161,-1.391480,0.031044,-3.578830,2,0.8
10:28:36.211,-1.391480,0.031044,-3.578830,2,0.8
10:28:36.262,-1.391480,0.031044,-3.578830,2,0.8
10:28:36.312,-1.388196,0.031044,-3.578830,2,0.7
10:28:36.362,-1.388196,0.031044,-3.578830,2,0.7
10:28:36.413,-1.388196,0.031044,-3.578830,2,0.7
10:28:36.464,-1.388196,0.031044,-3.578830,2,0.7
10:28:36.514,-1.388196,0.036901,-3.578830,2,0.7
10:28:36.564,-1.388196,0.036901,-3.578830,2,0.7
10:28:36.614,-1.388196,0.036901,-3.578830,2,0.7
10:28:36.666,-1.388196,0.036901,-3.578830,2,0.7
10:28:36.716,-1.388196,0.039505,-3.407472,2,0.7
10:28:36.766,-1.388196,0.039505,-3.407472,2,0.7
10:28:36.816,-1.388196,0.039505,-3.407472,2,0.6
10:28:36.867,-1.388196,0.039505,-3.407472,2,0.6
10:28:36.917,-1.383195,0.043059,-3.407472,2,0.6
10:28:36.967,-1.383195,0.043059,-3.407472,2,0.6
10:28:37.018,-1.383195,0.043059,-3.407472,2,0.6
10:28:37.068,-1.383195,0.043059,-3.407472,2,0.6
10:28:37.119,-1.383195,0.043059,-3.407472,2,0.6
10:28:37.169,-1.379660,0.043059,-3.337930,2,0.6
10:28:37.219,-1.379660,0.043059,-3.337930,2,0.6
10:28:37.269,-1.379660,0.043059,-3.337930,2,0.6
10:28:37.320,-1.379660,0.043059,-3.337930,2,0.6
10:28:37.370,-1.379660,0.050407,-3.323972,2,0.6
10:28:37.420,-1.379660,0.050407,-3.323972,2,0.6
10:28:37.470,-1.379660,0.050407,-3.323972,2,0.6
10:28:37.521,-1.379660,0.050407,-3.323972,2,0.6
10:28:37.571,-1.373126,0.050407,-3.313422,2,0.6
10:28:37.622,-1.373126,0.050407,-3.313422,2,0.6
10:28:37.673,-1.373126,0.050407,-3.313422,2,0.6
10:28:37.724,-1.373126,0.050407,-3.313422,2,0.6
10:28:37.776,-1.373126,0.050407,-3.308169,2,0.6
10:28:37.827,-1.373126,0.050407,-3.308169,2,0.6
10:28:37.877,-1.373126,0.050407,-3.308169,2,0.6
10:28:37.930,-1.373126,0.050407,-3.308169,2,0.6
10:28:37.981,-1.370677,0.053125,-3.303850,2,0.6
10:28:38.031,-1.370677,0.053125,-3.303850,2,0.6
10:28:38.082,-1.370677,0.053125,-3.303850,2,0.6
10:28:38.133,-1.370677,0.052216,-3.303850,2,0.6
10:28:38.184,-1.370677,0.052216,-3.303850,2,0.6
10:28:38.234,-1.370677,0.052216,-3.303850,2,0.6
10:28:38.285,-1.370677,0.052216,-3.303850,2,0.6
10:28:38.335,-1.373757,0.052216,-3.303850,2,0.6
10:28:38.385,-1.373757,0.052216,-3.303850,2,0.6
10:28:38.436,-1.373757,0.052216,-3.303850,2,0.6
10:28:38.489,-1.373757,0.052216,-3.303850,2,0.6
10:28:38.539,-1.373757,0.052216,-3.303850,2,0.6
10:28:38.591,-1.373757,0.052216,-3.303850,2,0.6
10:28:38.641,-1.373757,0.052216,-3.303850,2,0.6
10:28:38.692,-1.373757,0.052216,-3.303850,2,0.6
10:28:38.744,-1.405586,0.048042,-3.303850,2,0.6
10:28:38.795,-1.405586,0.048042,-3.303850,2,0.6
10:28:38.846,-1.405586,0.048042,-3.303850,2,0.6
10:28:38.896,-1.405586,0.048042,-3.303850,2,0.6
10:28:38.947,-1.433111,0.049549,-3.303850,2,0.6
10:28:38.998,-1.433111,0.049549,-3.303850,2,0.6
10:28:39.049,-1.433111,0.049549,-3.303850,2,0.6
10:28:39.099,-1.433111,0.049549,-3.303850,2,0.6
10:28:39.150,-1.468107,0.056776,-3.303850,2,0.6
10:28:39.200,-1.468107,0.056776,-3.303850,2,0.6
10:28:39.250,-1.468107,0.056776,-3.303850,2,0.6
10:28:39.300,-1.468107,0.056776,-3.303850,2,0.6
10:28:39.350,-1.510379,0.056776,-3.303850,2,0.6
10:28:39.400,-1.510379,0.056776,-3.303850,2,0.6
10:28:39.451,-1.510379,0.056776,-3.303850,2,0.6
10:28:39.502,-1.510379,0.056776,-3.303850,2,0.6
10:28:39.553,-1.557448,0.084510,-3.311285,2,0.6
10:28:39.603,-1.557448,0.084510,-3.311285,2,0.6
10:28:39.654,-1.557448,0.084510,-3.311285,2,0.6
10:28:39.704,-1.557448,0.084510,-3.311285,2,0.6
10:28:39.754,-1.557448,0.084510,-3.312567,2,0.6
10:28:39.804,-1.557448,0.084510,-3.312567,2,0.6
10:28:39.854,-1.557448,0.084510,-3.312567,2,0.6
10:28:39.905,-1.557448,0.084510,-3.312567,2,0.6
10:28:39.955,-1.659913,0.084510,-3.312567,2,0.6
10:28:40.005,-1.659913,0.084510,-3.312567,2,0.6
10:28:40.055,-1.659913,0.084510,-3.312567,2,0.6
10:28:40.105,-1.659913,0.084510,-3.312567,2,0.6
10:28:40.155,-1.715301,0.084510,-3.319718,2,0.6
10:28:40.206,-1.715301,0.084510,-3.319718,2,0.6
10:28:40.256,-1.715301,0.084510,-3.319718,2,0.6
10:28:40.307,-1.715301,0.084510,-3.319718,2,0.6
10:28:40.358,-1.715301,0.084510,-3.322627,2,0.6
10:28:40.408,-1.715301,0.084510,-3.322627,2,0.6
10:28:40.459,-1.715301,0.084510,-3.322627,2,0.6
10:28:40.510,-1.715301,0.084510,-3.323267,2,0.6
10:28:40.561,-1.715301,0.084510,-3.323267,2,0.6
10:28:40.611,-1.715301,0.084510,-3.323267,2,0.6
10:28:40.661,-1.715301,0.084510,-3.323267,2,0.6
10:28:40.712,-1.715301,0.084510,-3.323267,2,0.6
10:28:40.762,-1.715301,0.084510,-3.323267,2,0.6
10:28:40.812,-1.715301,0.084510,-3.323267,2,0.6
10:28:40.863,-1.715301,0.084510,-3.323267,2,0.6
10:28:40.913,-1.943631,0.173941,-3.316877,2,0.6
10:28:40.964,-1.943631,0.173941,-3.316877,2,0.6
10:28:41.014,-1.943631,0.173941,-3.316877,2,0.6
10:28:41.064,-1.943631,0.173941,-3.316877,2,0.6
10:28:41.114,-2.000079,0.173941,-3.312983,2,0.6
10:28:41.165,-2.000079,0.173941,-3.312983,2,0.6
10:28:41.215,-2.000079,0.173941,-3.312983,2,0.6
10:28:41.266,-2.000079,0.173941,-3.312983,2,0.6
10:28:41.317,-2.059100,0.173941,-3.312983,2,0.6
10:28:41.367,-2.059100,0.173941,-3.312983,2,0.6
10:28:41.417,-2.059100,0.173941,-3.312983,2,0.6
10:28:41.468,-2.059100,0.173941,-3.312983,2,0.6
10:28:41.518,-2.059100,0.225005,-3.314593,2,0.6
10:28:41.568,-2.059100,0.225005,-3.314593,2,0.6
10:28:41.618,-2.059100,0.225005,-3.314593,2,0.6
10:28:41.669,-2.059100,0.225005,-3.314593,2,0.6
10:28:41.719,-2.201644,0.225005,-3.317607,2,0.6
10:28:41.770,-2.201644,0.225005,-3.317607,2,0.6
10:28:41.821,-2.201644,0.225005,-3.317607,2,0.6
10:28:41.871,-2.201644,0.225005,-3.317607,2,0.6
10:28:41.921,-2.273099,0.225005,-3.317607,2,0.6
10:28:41.971,-2.273099,0.225005,-3.317607,2,0.6
10:28:42.022,-2.273099,0.225005,-3.317607,2,0.6
10:28:42.072,-2.273099,0.225005,-3.317607,2,0.6
10:28:42.122,-2.273099,0.225005,-3.317607,2,0.6
10:28:42.173,-2.273099,0.280359,-3.317607,2,0.6
10:28:42.223,-2.273099,0.280359,-3.317607,2,0.6
10:28:42.273,-2.273099,0.280359,-3.317607,2,0.6
10:28:42.324,-2.273099,0.280359,-3.317607,2,0.6
10:28:42.374,-2.383394,0.280359,-3.317607,2,0.6
10:28:42.424,-2.383394,0.280359,-3.317607,2,0.6
10:28:42.474,-2.383394,0.280359,-3.317607,2,0.6
10:28:42.526,-2.383394,0.280359,-3.317607,2,0.6
10:28:42.576,-2.425524,0.280359,-3.317607,2,0.6
10:28:42.627,-2.425524,0.280359,-3.317607,2,0.6
10:28:42.677,-2.425524,0.280359,-3.317607,2,0.6
10:28:42.727,-2.425524,0.344395,-3.309142,2,0.6
10:28:42.778,-2.425524,0.344395,-3.309142,2,0.6
10:28:42.829,-2.425524,0.344395,-3.309142,2,0.6
10:28:42.879,-2.425524,0.344395,-3.309142,2,0.6
10:28:42.930,-2.455532,0.344395,-3.309142,2,0.6
10:28:42.980,-2.455532,0.344395,-3.309142,2,0.6
10:28:43.031,-2.455532,0.344395,-3.309142,2,0.6
10:28:43.081,-2.455532,0.344395,-3.309142,2,0.6
10:28:43.131,-2.455532,0.344395,-3.283602,2,0.6
10:28:43.182,-2.455532,0.344395,-3.283602,2,0.6
10:28:43.232,-2.455532,0.344395,-3.283602,2,0.6
10:28:43.283,-2.455532,0.344395,-3.283602,2,0.6
10:28:43.334,-2.413674,0.344395,-3.283602,2,0.5
10:28:43.385,-2.413674,0.344395,-3.283602,2,0.5
10:28:43.435,-2.413674,0.344395,-3.283602,2,0.5
10:28:43.486,-2.413674,0.344395,-3.283602,2,0.5
10:28:43.537,-2.413674,0.344395,-3.283602,2,0.5
10:28:43.588,-2.413674,0.344395,-3.283602,2,0.5
10:28:43.642,-2.413674,0.344395,-3.283602,2,0.5
10:28:43.695,-2.413674,0.344395,-3.283602,2,0.5
10:28:43.749,-2.413674,0.344395,-3.283602,2,0.5
10:28:43.799,-2.413674,0.344395,-3.283602,2,0.5
10:28:43.852,-2.413674,0.344395,-3.283602,2,0.5
10:28:43.904,-2.413674,0.344395,-3.283602,2,0.5
10:28:43.954,-2.413674,0.344395,-3.283602,2,0.5
10:28:44.006,-2.413674,0.344395,-3.283602,2,0.5
10:28:44.063,-2.413674,0.344395,-3.283602,2,0.5
10:28:44.114,-2.413674,0.344395,-3.283602,2,0.5
10:28:44.165,-2.413674,0.344395,-3.283602,2,0.5
10:28:44.215,-2.401289,0.419567,-3.284839,2,0.6
10:28:44.265,-2.401289,0.419567,-3.284839,2,0.6
10:28:44.316,-2.417523,0.419567,-3.284839,2,0.5
10:28:44.366,-2.417523,0.419567,-3.284839,2,0.5
10:28:44.416,-2.417523,0.419567,-3.284839,2,0.5
10:28:44.466,-2.417523,0.419567,-3.284839,2,0.5
10:28:44.516,-2.417523,0.419567,-3.284839,2,0.5
10:28:44.567,-2.430596,0.410798,-3.284839,2,0.5
10:28:44.617,-2.430596,0.410798,-3.284839,2,0.5
10:28:44.667,-2.430596,0.410798,-3.284839,2,0.5
10:28:44.717,-2.430596,0.410798,-3.284839,2,0.5
10:28:44.767,-2.430596,0.410798,-3.259155,2,0.5
10:28:44.818,-2.430596,0.410798,-3.259155,2,0.5
10:28:44.868,-2.430596,0.410798,-3.259155,2,0.5
10:28:44.919,-2.430596,0.410798,-3.259155,2,0.5
10:28:44.970,-2.430596,0.410798,-3.259155,2,0.5
10:28:45.021,-2.430596,0.410798,-3.259155,2,0.5
10:28:45.072,-2.430596,0.410798,-3.259155,2,0.5
10:28:45.123,-2.430596,0.410798,-3.259155,2,0.5
10:28:45.173,-2.463387,0.410798,-3.259155,2,0.5
10:28:45.224,-2.463387,0.410798,-3.259155,2,0.5
10:28:45.274,-2.463387,0.410798,-3.259155,2,0.5
10:28:45.325,-2.463387,0.410798,-3.259155,2,0.5
10:28:45.375,-2.464560,0.410798,-3.259155,2,0.5
10:28:45.426,-2.464560,0.410798,-3.259155,2,0.5
10:28:45.476,-2.464560,0.410798,-3.259155,2,0.5
10:28:45.527,-2.464560,0.410798,-3.256126,2,0.5
10:28:45.577,-2.464560,0.410798,-3.256126,2,0.5
10:28:45.627,-2.464560,0.410798,-3.256126,2,0.5
10:28:45.678,-2.464560,0.410798,-3.256126,2,0.5
10:28:45.729,-2.464560,0.278456,-3.256126,2,0.5
10:28:45.779,-2.464560,0.278456,-3.256126,2,0.5
10:28:45.829,-2.464560,0.278456,-3.256126,2,0.5
10:28:45.880,-2.464560,0.278456,-3.256126,2,0.5
10:28:45.931,-2.464560,0.245777,-3.256126,2,0.5
10:28:45.981,-2.464560,0.245777,-3.256126,2,0.5
10:28:46.031,-2.464560,0.245777,-3.256126,2,0.5
10:28:46.081,-2.464560,0.245777,-3.256126,2,0.5
10:28:46.131,-2.473019,0.208796,-3.256126,2,0.5
10:28:46.182,-2.473019,0.208796,-3.256126,2,0.5
10:28:46.232,-2.473019,0.208796,-3.256126,2,0.5
10:28:46.282,-2.473019,0.208796,-3.256126,2,0.5
10:28:46.332,-2.474843,0.208796,-3.256126,2,0.5
10:28:46.383,-2.474843,0.208796,-3.256126,2,0.5
10:28:46.433,-2.474843,0.208796,-3.256126,2,0.5
10:28:46.484,-2.474843,0.208796,-3.256126,2,0.5
10:28:46.534,-2.474826,0.139458,-3.256126,2,0.5
10:28:46.584,-2.474826,0.139458,-3.256126,2,0.5
10:28:46.634,-2.474826,0.139458,-3.256126,2,0.5
10:28:46.685,-2.474826,0.139458,-3.256126,2,0.5
10:28:46.735,-2.475958,0.106691,-3.256126,2,0.5
